id1,name1,city1,address1,latitude1,longitude1,future_event_count1,future_session_count1,id2,name2,city2,address2,latitude2,longitude2,future_event_count2,future_session_count2,similarity_score,total_event_session_count1,total_event_session_count2
b62bed87-5022-4082-8793-ffadf289517e,Beşiktaş İskele,İstanbul,"Sinanpaşa, İskele Cd. No:16, 34353 Beşiktaş/İstanbul",41.03737662,28.98560362,1,1,1b1742f5-0256-4a8c-a6fc-2f87713dc63c,Beşiktaş İskele,İstanbul,"Ekşi Limon Beşiktaş, BEŞİKTAŞ, İstanbul, Türkiye",41.044392839115,29.0063151423949,1,1,1.0,2,2
4a311eec-da80-48a3-837e-adeec1571041,Maximum UNIQ Açıkhava,İstanbul,Huzur Mah. Maslak Ayazağa Cad. No.4 Sarıyer/İstanbul,41.1079349,29.005535,4,4,4c5f082a-96db-4409-bf21-9a6b86f3f390,Maximum Uniq Açıkhava,İstanbul,"Maximum Uniq Açıkhava, SARIYER, İstanbul, Türkiye",41.107194,29.007078,33,34,1.0,8,67
2630d96b-e555-4d68-a8bd-88365d2dbdb3,KATS Sahne,İstanbul,"Gayrettepe, 3, Müselles Sk., 34394 Şişli/İstanbul",41.1639454,29.04333435,0,0,3567e043-ba4e-4d93-8a65-38090b72cd66,Kats Sahne,İstanbul,"Kats Sahne, ŞİŞLİ, İstanbul, Türkiye",41.0723344526511,29.0128369300596,1,1,1.0,0,2
f4a73d9b-ca9b-42e7-8326-6fa935b04314,ADT Sahne,İstanbul,"ADT Sahne, ŞİŞLİ, İstanbul, Türkiye",0.0,0.0,2,5,294463c3-6c72-437d-8e1b-757f1d87de06,Adt Sahne,İstanbul,"Gülbahar mahallesi, akay aralığı no 6/a Şişli İstanbul",41.07275249,29.00092995,0,0,1.0,7,0
6a46e353-c4af-4e4b-9979-49e3a7481770,Harbiye Cemil Topuzlu Açık Hava Tiyatrosu,İstanbul,"Harbiye, Taşkışla Cd. No:8, 34367 Şişli/İstanbul",41.0460612,28.9878414,10,20,6cccc9ac-ac89-461f-bcae-f7517bed0c4e,Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,İstanbul,"Harbiye, Taşkışla Cd. No:8, 34367 Şişli",41.04726676,28.98961301,7,7,0.9876543209876543,30,14
67de1fab-7cc4-493e-87e9-2e828eeceb6f,Bursa Kültür Park Açıkhava Tiyatrosu,Bursa,"Bursa Kültür Park Açıkhava Tiyatrosu, ÇEKİRGE, Bursa, Türkiye",40.196878,29.041394,36,36,1fe2ea15-aa9b-4e3e-8c45-ba2c8ffe52d8,Bursa Kültürpark Açıkhava Tiyatrosu,Bursa,Kültürpark İçi Çekirge Bursa / Türkiye,40.196763,29.041519,13,13,0.9859154929577465,72,26
9de066b2-290d-45ad-9d5a-8ba7f11ba9ce,Tepe Nautilus  AVM Festival Alanı,İstanbul,"Tepe Nautilus  AVM Festival Alanı , KADIKÖY, İstanbul, Türkiye",41.00109,29.03123,1,2,816d0eb1-5938-4a76-97af-6b1c04c81524,Tepe Nautilus AVM Festival Alanı,İstanbul,"Acıbadem, Fatih Sk. No:1, 34718 KADIKÖY / İstanbul",41.00000135,29.03165745,0,0,0.9846153846153847,3,0
b34bad85-e5f9-472e-a3c7-d5bfacb6d887,Cafe Theatre Kartal İSTMarina,İstanbul,"Kordonboyu, Ankara Cd. İST Marina AVM Kasaba Evleri Meydanı No:147/6 155, 34860 Kartal/İstanbul",40.88468,29.20561,3,13,26f6cdb8-02a5-4251-a3e7-0afc8ce3de1c,Cafe Theatre Kartal İstMarin,İstanbul,Kordonboyu Mah. Ankara Cad.İST MARİNA AVM Kasaba Evleri meydanı No 147/6 155 Kartal / İstanbul,40.88468057,29.20556477,2,2,0.9830508474576272,16,4
c880e171-93a0-4f4f-bd0c-0d772c2c869c,Reha Midilli Kültür Merkez,İzmir,"Fevzipaşa, 210. Sk. No:6, 35680 Foça/İzmir",38.69236005,26.7459545,0,0,30c0a170-d6c0-4036-8561-e994782e5ba8,Reha Midilli Kültür Merkezi,İzmir,"Reha Midilli Kültür Merkezi, FOÇA, İzmir, Türkiye",0.0,0.0,2,2,0.9811320754716981,0,4
7cacb8da-4eed-46dd-978f-e3852ae4ee2d,Hilton Istanbul Bosphorus,İstanbul,"Hilton Istanbul Bosphorus , ŞİŞLİ, İstanbul, Türkiye",41.0447002462097,28.989177610622,1,3,bf63b1e4-9c91-4152-9d50-03cd8729b962,Hilton İstanbul Bosphorus,İstanbul,"Cumhuriyet Cad. No: 50 34367 Harbiye - İstanbul, Türkiye",41.044495,28.989206,1,1,0.9803921568627451,4,2
bdeea7cf-cde2-48a2-ba0c-0f1e096e2150,Duru Tiyatro - Watergarden Performans Merkezi,İstanbul,"Duru Tiyatro - Watergarden Performans Merkezi, ATAŞEHİR, İstanbul, Türkiye",40.9978503964527,29.0995818428098,12,14,84f56b80-b90a-4829-80a3-ad64dff8bf67,Duru Tiyatro Watergarden Performans Merkezi,İstanbul,"Barbaros, Kızılbegonya Sok 10/1, 34746 Ataşehir/İstanbul",41.04929563,29.12427367,1,1,0.9772727272727273,26,2
cba096bc-ea8b-4ed4-a502-7de033609e27,Marmaris Amfi Tiyatro,Muğla,"Marmaris Amfi Tiyatro, MARMARİS, Muğla, Türkiye",36.854647,28.258252,19,19,c368799b-8ace-447a-82f4-2551a63b7cbd,Marmaris Amfitiyatro,Muğla,"Hatipirimi, 148. Sk. No:4, 48700 Marmaris/Muğla",36.85557016,28.25841644,0,0,0.975609756097561,38,0
0cafd828-4937-45de-8821-a39506a40b15,Bornova Ayfer Feray Açık Hava Tiyatrosu,İzmir,"Kazımdirik, 155. Sk. 4 B, 35100 Bornova/İzmir",38.462958,27.2142874,1,1,5c57ebbd-4aab-4d79-8b29-a961ad364293,Bornova Ayfer Feray Açıkhava  Tiyatrosu,İzmir,"Bornova Ayfer Feray Açıkhava  Tiyatrosu, BORNOVA, İzmir, Türkiye",38.461386,27.216917,13,14,0.9743589743589743,2,27
ec560093-bc53-4fc4-b1e4-b256bbd78cbe,Nilüfer Belediyesi - Uğur Mumcu Sahnesi,Bursa,"Ataevler, Yılmaz Akkılıç Cd. Basın Kültür Sarayı No:2, 16140 Nilüfer/Bursa",40.2198168,28.9558714,0,0,0e28fe9e-deba-474d-9e70-a63f7975e64a,Nilüfer Belediyesi Uğur Mumcu Sahnesi,Bursa,"Ataevler, Yılmaz Akkılıç Cd. Basın Kültür Sarayı No:2, 16140 Nilüfer/Bursa",40.22068814,28.95884598,1,1,0.9736842105263158,0,2
86b57c58-1b3f-4967-a187-c7727bd1c41e,İskenderun Belediye Kültür Sarayı,Hatay,"İskenderun Belediye Kültür Sarayı, İSKENDERUN, Hatay, Türkiye",36.5740009946777,36.1625560748998,1,1,9cfee802-6e13-417b-9ac6-9ce501721cd5,İskenderun Belediyesi Kültür Sarayı,Hatay,"İskenderun Belediyesi Kültür Sarayı, Numune, Dr. Sadık Ahmet Cd., 31230 İskenderun/Hatay",36.88531388,36.0987087,1,1,0.9714285714285714,2,2
c2726a24-df18-44b5-8175-f6164c496ea3,Ses 1885 - Ortaoyuncular Tiyatrosu,İstanbul,"Ses 1885 - Ortaoyuncular Tiyatrosu, TAKSİM, İstanbul, Türkiye",41.034389,28.979183,1,1,019a7d08-7254-40b0-88e9-2e156ab0d1dd,Ses 1885 Ortaoyuncular Tiyatrosu,İstanbul,"İstiklal Caddesi Halep İşhanı 62/90, 34435 Beyoğlu/İstanbul",41.0352427,28.97916672,0,0,0.9696969696969697,2,0
0ab94e00-e542-4113-98e8-23387de5283f,The New Jolyy Bodrum - Night Club,Muğla,"Gümbet, Erguvan Sk. No : 6/A, 48400 Bodrum/Muğla",37.03399196,27.40321808,3,3,bf50c6b3-d606-4d50-ad80-d08e962780c1,The New Jolyy Bodrum Night Club,Muğla,"The New Jolyy Bodrum Night Club, BODRUM, Muğla, Türkiye",37.033992,27.403219,3,7,0.96875,6,10
7b47c889-da7a-4349-aed2-b9bd73b50480,Kaş Antiphellos Antik Tiyatro,Antalya,"Andifli, Necipbey Cd., 07580 Kaş/Antalya",36.20014064,29.63485983,0,0,b50b7f0d-fff2-4ef8-a5eb-a08432b8ef4e,Kaş Antiphellos Antik Tiyatrosu,Antalya,"Kaş Antiphellos Antik Tiyatrosu, KAŞ, Antalya, Türkiye",36.1999664044054,29.6349496809845,1,1,0.9666666666666667,0,2
28f2a8ca-fc15-428f-93c8-9c4bf1a83efd,Riverside Hotel,Bartın,"Riverside Hotel, MERKEZ, Bartın, Türkiye",41.644528,32.27935,1,1,07893f24-1c35-44b8-a185-280359475441,Riverside Otel,Bartın,"Gürgenpınarı Köyü No:79 K:2, 74100 Merkez/Bartın",41.65484051,32.28471929,0,0,0.9655172413793104,2,0
5352127c-6ac6-48cb-87f3-37d3c5bdc6cb,EKM - Erciyes Kültür Merkezi,Kayseri,"Köşk, Talas Blv. No:65, 38030 Melikgazi/Kayseri",38.6991831724311,35.5293925725544,0,0,e6cb11ac-df26-428d-9c24-88c8873a4dc0,EKM Erciyes Kültür Merkezi,Kayseri,"EKM Erciyes Kültür Merkezi, MELİKGAZİ, Kayseri, Türkiye",38.699149770755,35.5294688533636,10,10,0.9629629629629629,0,20
a47167fe-7d6d-4a70-9c3c-da3edc0caf04,The X Belek Hotel X Stage,Antalya,"Kadriye, Akar Kuyu Cad No:2, 07525 Serik / Antalya\nBELEK / Antalya",36.90637657,31.00904805,1,1,1004dbae-4cbb-42c0-b092-6e2438932657,The X Belek Hotel “X Stage”,Antalya,"The X Belek Hotel “X Stage”, BELEK, Antalya, Türkiye",36.8698272728881,31.0143732294532,1,1,0.9615384615384616,2,2
ada306e6-906c-48c9-bd0d-71f4dea58a6b,Anka Workshop,İstanbul,Osmanağa Mah. Serasker cad. Arın Apt. No:61/4 Kadıköy / İSTANBUL,40.99044232,29.0280477,0,0,ab2c5556-bd99-4883-b1f7-b20bf0af417f,Ankaworkshop,İstanbul,"Ankaworkshop, KADIKÖY, İstanbul, Türkiye",40.9896324574022,29.0280262401257,33,72,0.96,0,105
f9b660b0-61c9-4eb8-8d24-b3b1cf06dfce,Kadıköy Sahne,İstanbul,"Kadıköy Sahne, KADIKÖY, İstanbul, Türkiye",40.9900917,29.0287094,10,12,b727ee40-8868-4ebf-867c-418e4ecf75ba,KadıköySahne,İstanbul,"Osmanağa, Kırtasiyeci Sk. No:23, 34714 Kadıköy/İstanbul",40.99040051,29.02759294,2,2,0.96,22,4
